     0.000   GOAL                   SET-BUFFER-CHUNK GOAL GOAL REQUESTED NIL 
    18.690   PROCEDURAL             CONFLICT-RESOLUTION 
    18.691   PROCEDURAL             CONFLICT-RESOLUTION 
    18.701   PROCEDURAL             CONFLICT-RESOLUTION 
    18.751   PROCEDURAL             PRODUCTION-FIRED CLICK-SECOND-TILE 
    18.751   PROCEDURAL             CLEAR-BUFFER MANUAL 
    18.751   MOTOR                  CLICK-MOUSE 
    18.751   PROCEDURAL             CONFLICT-RESOLUTION 
    18.781   PROCEDURAL             CONFLICT-RESOLUTION 
    18.791   PROCEDURAL             CONFLICT-RESOLUTION 
    18.801   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 2 #(5 206).
    18.801   PROCEDURAL             CONFLICT-RESOLUTION 
    18.811   PROCEDURAL             CONFLICT-RESOLUTION 
    18.861   PROCEDURAL             PRODUCTION-FIRED READ-SECOND-TILE 
    18.861   PROCEDURAL             CONFLICT-RESOLUTION 
    18.911   PROCEDURAL             PRODUCTION-FIRED NO-MATCH-FOUND-CHECK-EARLIER 
    18.911   PROCEDURAL             CLEAR-BUFFER VISUAL 
    18.911   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    18.911   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    18.911   DECLARATIVE            START-RETRIEVAL 
    18.911   DECLARATIVE            RETRIEVED-CHUNK TILE5-0 
    18.911   DECLARATIVE            SET-BUFFER-CHUNK RETRIEVAL TILE5-0 
    18.911   PROCEDURAL             CONFLICT-RESOLUTION 
    18.961   PROCEDURAL             PRODUCTION-FIRED START-FIND-UNATTENDED 
    18.961   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    18.961   VISION                 Find-location 
    18.961   VISION                 SET-BUFFER-CHUNK VISUAL-LOCATION VISUAL-LOCATION4-34 
    18.961   PROCEDURAL             CONFLICT-RESOLUTION 
    19.011   PROCEDURAL             PRODUCTION-FIRED ATTEND-FIRST-TILE 
    19.011   PROCEDURAL             CLEAR-BUFFER VISUAL-LOCATION 
    19.011   PROCEDURAL             CLEAR-BUFFER VISUAL 
    19.011   PROCEDURAL             CLEAR-BUFFER MANUAL 
    19.011   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION4-34-0 
    19.011   PROCEDURAL             CONFLICT-RESOLUTION 
    19.051   PROCEDURAL             CONFLICT-RESOLUTION 
    19.052   PROCEDURAL             CONFLICT-RESOLUTION 
    19.053   PROCEDURAL             CONFLICT-RESOLUTION 
    19.054   PROCEDURAL             CONFLICT-RESOLUTION 
    19.055   PROCEDURAL             CONFLICT-RESOLUTION 
    19.056   PROCEDURAL             CONFLICT-RESOLUTION 
    19.057   PROCEDURAL             CONFLICT-RESOLUTION 
    19.058   PROCEDURAL             CONFLICT-RESOLUTION 
    19.059   PROCEDURAL             CONFLICT-RESOLUTION 
    19.060   PROCEDURAL             CONFLICT-RESOLUTION 
    19.061   PROCEDURAL             CONFLICT-RESOLUTION 
    19.062   PROCEDURAL             CONFLICT-RESOLUTION 
    19.063   PROCEDURAL             CONFLICT-RESOLUTION 
    19.064   PROCEDURAL             CONFLICT-RESOLUTION 
    19.065   PROCEDURAL             CONFLICT-RESOLUTION 
    19.066   PROCEDURAL             CONFLICT-RESOLUTION 
    19.067   PROCEDURAL             CONFLICT-RESOLUTION 
    19.068   PROCEDURAL             CONFLICT-RESOLUTION 
    19.069   PROCEDURAL             CONFLICT-RESOLUTION 
    19.070   PROCEDURAL             CONFLICT-RESOLUTION 
    19.071   PROCEDURAL             CONFLICT-RESOLUTION 
    19.072   PROCEDURAL             CONFLICT-RESOLUTION 
    19.073   PROCEDURAL             CONFLICT-RESOLUTION 
    19.074   PROCEDURAL             CONFLICT-RESOLUTION 
    19.075   PROCEDURAL             CONFLICT-RESOLUTION 
    19.076   PROCEDURAL             CONFLICT-RESOLUTION 
    19.077   PROCEDURAL             CONFLICT-RESOLUTION 
    19.078   PROCEDURAL             CONFLICT-RESOLUTION 
    19.079   PROCEDURAL             CONFLICT-RESOLUTION 
    19.080   PROCEDURAL             CONFLICT-RESOLUTION 
    19.081   PROCEDURAL             CONFLICT-RESOLUTION 
    19.082   PROCEDURAL             CONFLICT-RESOLUTION 
    19.083   PROCEDURAL             CONFLICT-RESOLUTION 
    19.084   PROCEDURAL             CONFLICT-RESOLUTION 
    19.085   PROCEDURAL             CONFLICT-RESOLUTION 
    19.086   PROCEDURAL             CONFLICT-RESOLUTION 
    19.087   PROCEDURAL             CONFLICT-RESOLUTION 
    19.088   PROCEDURAL             CONFLICT-RESOLUTION 
    19.089   PROCEDURAL             CONFLICT-RESOLUTION 
    19.090   PROCEDURAL             CONFLICT-RESOLUTION 
    19.091   PROCEDURAL             CONFLICT-RESOLUTION 
    19.092   PROCEDURAL             CONFLICT-RESOLUTION 
    19.093   PROCEDURAL             CONFLICT-RESOLUTION 
    19.094   PROCEDURAL             CONFLICT-RESOLUTION 
    19.095   PROCEDURAL             CONFLICT-RESOLUTION 
    19.096   VISION                 Encoding-complete VISUAL-LOCATION4-34-0 NIL 
    19.096   VISION                 SET-BUFFER-CHUNK VISUAL TEXT34 
    19.096   PROCEDURAL             CONFLICT-RESOLUTION 
    19.097   PROCEDURAL             CONFLICT-RESOLUTION 
    19.098   PROCEDURAL             CONFLICT-RESOLUTION 
    19.099   PROCEDURAL             CONFLICT-RESOLUTION 
    19.100   PROCEDURAL             CONFLICT-RESOLUTION 
    19.101   PROCEDURAL             CONFLICT-RESOLUTION 
    19.102   PROCEDURAL             CONFLICT-RESOLUTION 
    19.103   PROCEDURAL             CONFLICT-RESOLUTION 
    19.104   PROCEDURAL             CONFLICT-RESOLUTION 
    19.105   PROCEDURAL             CONFLICT-RESOLUTION 
    19.106   PROCEDURAL             CONFLICT-RESOLUTION 
    19.107   PROCEDURAL             CONFLICT-RESOLUTION 
    19.108   PROCEDURAL             CONFLICT-RESOLUTION 
    19.109   PROCEDURAL             CONFLICT-RESOLUTION 
    19.110   PROCEDURAL             CONFLICT-RESOLUTION 
    19.111   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE27 
    19.111   PROCEDURAL             CONFLICT-RESOLUTION 
    19.112   PROCEDURAL             CONFLICT-RESOLUTION 
    19.113   PROCEDURAL             CONFLICT-RESOLUTION 
    19.114   PROCEDURAL             CONFLICT-RESOLUTION 
    19.115   PROCEDURAL             CONFLICT-RESOLUTION 
    19.116   PROCEDURAL             CONFLICT-RESOLUTION 
    19.117   PROCEDURAL             CONFLICT-RESOLUTION 
    19.118   PROCEDURAL             CONFLICT-RESOLUTION 
    19.119   PROCEDURAL             CONFLICT-RESOLUTION 
    19.120   PROCEDURAL             CONFLICT-RESOLUTION 
    19.121   PROCEDURAL             CONFLICT-RESOLUTION 
    19.122   PROCEDURAL             CONFLICT-RESOLUTION 
    19.123   PROCEDURAL             CONFLICT-RESOLUTION 
    19.124   PROCEDURAL             CONFLICT-RESOLUTION 
    19.125   PROCEDURAL             CONFLICT-RESOLUTION 
    19.126   PROCEDURAL             CONFLICT-RESOLUTION 
    19.127   PROCEDURAL             CONFLICT-RESOLUTION 
    19.128   PROCEDURAL             CONFLICT-RESOLUTION 
    19.129   PROCEDURAL             CONFLICT-RESOLUTION 
    19.130   PROCEDURAL             CONFLICT-RESOLUTION 
    19.131   PROCEDURAL             CONFLICT-RESOLUTION 
    19.132   PROCEDURAL             CONFLICT-RESOLUTION 
    19.133   PROCEDURAL             CONFLICT-RESOLUTION 
    19.134   PROCEDURAL             CONFLICT-RESOLUTION 
    19.135   PROCEDURAL             CONFLICT-RESOLUTION 
    19.136   PROCEDURAL             CONFLICT-RESOLUTION 
    19.137   PROCEDURAL             CONFLICT-RESOLUTION 
    19.138   PROCEDURAL             CONFLICT-RESOLUTION 
    19.139   PROCEDURAL             CONFLICT-RESOLUTION 
    19.140   PROCEDURAL             CONFLICT-RESOLUTION 
    19.141   PROCEDURAL             CONFLICT-RESOLUTION 
    19.142   PROCEDURAL             CONFLICT-RESOLUTION 
    19.143   PROCEDURAL             CONFLICT-RESOLUTION 
    19.144   PROCEDURAL             CONFLICT-RESOLUTION 
    19.145   PROCEDURAL             CONFLICT-RESOLUTION 
    19.146   PROCEDURAL             CONFLICT-RESOLUTION 
    19.147   PROCEDURAL             CONFLICT-RESOLUTION 
    19.148   PROCEDURAL             CONFLICT-RESOLUTION 
    19.149   PROCEDURAL             CONFLICT-RESOLUTION 
    19.150   PROCEDURAL             CONFLICT-RESOLUTION 
    19.151   PROCEDURAL             CONFLICT-RESOLUTION 
    19.152   PROCEDURAL             CONFLICT-RESOLUTION 
    19.153   PROCEDURAL             CONFLICT-RESOLUTION 
    19.154   PROCEDURAL             CONFLICT-RESOLUTION 
    19.155   PROCEDURAL             CONFLICT-RESOLUTION 
    19.156   PROCEDURAL             CONFLICT-RESOLUTION 
    19.157   PROCEDURAL             CONFLICT-RESOLUTION 
    19.158   PROCEDURAL             CONFLICT-RESOLUTION 
    19.159   PROCEDURAL             CONFLICT-RESOLUTION 
    19.160   PROCEDURAL             CONFLICT-RESOLUTION 
    19.161   PROCEDURAL             CONFLICT-RESOLUTION 
    19.162   PROCEDURAL             CONFLICT-RESOLUTION 
    19.163   PROCEDURAL             CONFLICT-RESOLUTION 
    19.164   PROCEDURAL             CONFLICT-RESOLUTION 
    19.165   PROCEDURAL             CONFLICT-RESOLUTION 
    19.166   PROCEDURAL             CONFLICT-RESOLUTION 
    19.167   PROCEDURAL             CONFLICT-RESOLUTION 
    19.168   PROCEDURAL             CONFLICT-RESOLUTION 
    19.169   PROCEDURAL             CONFLICT-RESOLUTION 
    19.170   PROCEDURAL             CONFLICT-RESOLUTION 
    19.171   PROCEDURAL             CONFLICT-RESOLUTION 
    19.172   PROCEDURAL             CONFLICT-RESOLUTION 
    19.173   PROCEDURAL             CONFLICT-RESOLUTION 
    19.174   PROCEDURAL             CONFLICT-RESOLUTION 
    19.175   PROCEDURAL             CONFLICT-RESOLUTION 
    19.176   PROCEDURAL             CONFLICT-RESOLUTION 
    19.177   PROCEDURAL             CONFLICT-RESOLUTION 
    19.178   PROCEDURAL             CONFLICT-RESOLUTION 
    19.179   PROCEDURAL             CONFLICT-RESOLUTION 
    19.180   PROCEDURAL             CONFLICT-RESOLUTION 
    19.181   PROCEDURAL             CONFLICT-RESOLUTION 
    19.182   PROCEDURAL             CONFLICT-RESOLUTION 
    19.183   PROCEDURAL             CONFLICT-RESOLUTION 
    19.184   PROCEDURAL             CONFLICT-RESOLUTION 
    19.185   PROCEDURAL             CONFLICT-RESOLUTION 
    19.186   PROCEDURAL             CONFLICT-RESOLUTION 
    19.187   PROCEDURAL             CONFLICT-RESOLUTION 
    19.188   PROCEDURAL             CONFLICT-RESOLUTION 
    19.189   PROCEDURAL             CONFLICT-RESOLUTION 
    19.190   PROCEDURAL             CONFLICT-RESOLUTION 
    19.191   PROCEDURAL             CONFLICT-RESOLUTION 
    19.192   PROCEDURAL             CONFLICT-RESOLUTION 
    19.202   PROCEDURAL             CONFLICT-RESOLUTION 
    19.252   PROCEDURAL             PRODUCTION-FIRED CLICK-FIRST-TILE 
    19.252   PROCEDURAL             CLEAR-BUFFER MANUAL 
    19.252   MOTOR                  CLICK-MOUSE 
    19.252   PROCEDURAL             CONFLICT-RESOLUTION 
    19.282   PROCEDURAL             CONFLICT-RESOLUTION 
    19.292   PROCEDURAL             CONFLICT-RESOLUTION 
    19.302   MOTOR                  OUTPUT-KEY #(28 2) 
*** CONCENTRATION: Clicked 2 #(105 6).
    19.302   PROCEDURAL             CONFLICT-RESOLUTION 
    19.312   PROCEDURAL             CONFLICT-RESOLUTION 
    19.362   PROCEDURAL             PRODUCTION-FIRED READ-FIRST-TILE 
    19.362   PROCEDURAL             CLEAR-BUFFER VISUAL 
    19.362   PROCEDURAL             CLEAR-BUFFER IMAGINAL 
    19.362   PROCEDURAL             CONFLICT-RESOLUTION 
    19.562   IMAGINAL               SET-BUFFER-CHUNK IMAGINAL TILE28 
    19.562   PROCEDURAL             CONFLICT-RESOLUTION 
    19.612   PROCEDURAL             PRODUCTION-FIRED CHECK-FOR-MATCHING-SECOND-TILE 
    19.612   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    19.612   DECLARATIVE            START-RETRIEVAL 
    19.612   DECLARATIVE            RETRIEVED-CHUNK TILE15-0 
    19.612   DECLARATIVE            SET-BUFFER-CHUNK RETRIEVAL TILE15-0 
    19.612   PROCEDURAL             CONFLICT-RESOLUTION 
    19.662   PROCEDURAL             PRODUCTION-FIRED FIND-MATCHING-SECOND-TILE 
    19.662   PROCEDURAL             CLEAR-BUFFER RETRIEVAL 
    19.662   PROCEDURAL             CLEAR-BUFFER VISUAL 
    19.662   PROCEDURAL             CLEAR-BUFFER MANUAL 
    19.662   MOTOR                  MOVE-CURSOR OBJECT NIL LOC VISUAL-LOCATION2-19-0 
    19.662   PROCEDURAL             CONFLICT-RESOLUTION 
    19.702   PROCEDURAL             CONFLICT-RESOLUTION 
    19.703   PROCEDURAL             CONFLICT-RESOLUTION 
    19.704   PROCEDURAL             CONFLICT-RESOLUTION 
    19.705   PROCEDURAL             CONFLICT-RESOLUTION 
    19.706   PROCEDURAL             CONFLICT-RESOLUTION 
    19.707   PROCEDURAL             CONFLICT-RESOLUTION 
    19.708   PROCEDURAL             CONFLICT-RESOLUTION 
    19.709   PROCEDURAL             CONFLICT-RESOLUTION 
    19.710   PROCEDURAL             CONFLICT-RESOLUTION 
    19.711   PROCEDURAL             CONFLICT-RESOLUTION 
    19.712   PROCEDURAL             CONFLICT-RESOLUTION 
    19.713   PROCEDURAL             CONFLICT-RESOLUTION 
    19.714   PROCEDURAL             CONFLICT-RESOLUTION 
    19.715   PROCEDURAL             CONFLICT-RESOLUTION 
    19.716   PROCEDURAL             CONFLICT-RESOLUTION 
    19.717   PROCEDURAL             CONFLICT-RESOLUTION 
    19.718   PROCEDURAL             CONFLICT-RESOLUTION 
    19.719   PROCEDURAL             CONFLICT-RESOLUTION 
    19.720   PROCEDURAL             CONFLICT-RESOLUTION 
    19.721   PROCEDURAL             CONFLICT-RESOLUTION 
    19.722   PROCEDURAL             CONFLICT-RESOLUTION 
    19.723   PROCEDURAL             CONFLICT-RESOLUTION 
    19.724   PROCEDURAL             CONFLICT-RESOLUTION 
    19.725   PROCEDURAL             CONFLICT-RESOLUTION 
    19.726   PROCEDURAL             CONFLICT-RESOLUTION 
    19.727   PROCEDURAL             CONFLICT-RESOLUTION 
    19.728   PROCEDURAL             CONFLICT-RESOLUTION 
    19.729   PROCEDURAL             CONFLICT-RESOLUTION 
    19.730   PROCEDURAL             CONFLICT-RESOLUTION 
    19.731   PROCEDURAL             CONFLICT-RESOLUTION 
    19.732   PROCEDURAL             CONFLICT-RESOLUTION 
    19.733   PROCEDURAL             CONFLICT-RESOLUTION 
    19.734   PROCEDURAL             CONFLICT-RESOLUTION 
    19.735   PROCEDURAL             CONFLICT-RESOLUTION 
    19.736   PROCEDURAL             CONFLICT-RESOLUTION 
    19.737   PROCEDURAL             CONFLICT-RESOLUTION 
    19.738   PROCEDURAL             CONFLICT-RESOLUTION 
    19.739   PROCEDURAL             CONFLICT-RESOLUTION 
    19.740   PROCEDURAL             CONFLICT-RESOLUTION 
    19.741   PROCEDURAL             CONFLICT-RESOLUTION 
    19.742   PROCEDURAL             CONFLICT-RESOLUTION 
    19.743   PROCEDURAL             CONFLICT-RESOLUTION 
    19.744   PROCEDURAL             CONFLICT-RESOLUTION 
    19.745   PROCEDURAL             CONFLICT-RESOLUTION 
    19.746   PROCEDURAL             CONFLICT-RESOLUTION 
    19.747   VISION                 Encoding-complete VISUAL-LOCATION2-19-0 NIL 
    19.747   VISION                 SET-BUFFER-CHUNK VISUAL TEXT35 
    19.747   PROCEDURAL             CONFLICT-RESOLUTION 
    19.748   PROCEDURAL             CONFLICT-RESOLUTION 
    19.749   PROCEDURAL             CONFLICT-RESOLUTION 
    19.750   PROCEDURAL             CONFLICT-RESOLUTION 
    19.751   PROCEDURAL             CONFLICT-RESOLUTION 
    19.752   PROCEDURAL             CONFLICT-RESOLUTION 
    19.753   PROCEDURAL             CONFLICT-RESOLUTION 
    19.754   PROCEDURAL             CONFLICT-RESOLUTION 
    19.755   PROCEDURAL             CONFLICT-RESOLUTION 
    19.756   PROCEDURAL             CONFLICT-RESOLUTION 
    19.757   PROCEDURAL             CONFLICT-RESOLUTION 
    19.758   PROCEDURAL             CONFLICT-RESOLUTION 
    19.759   PROCEDURAL             CONFLICT-RESOLUTION 
    19.760   PROCEDURAL             CONFLICT-RESOLUTION 
    19.761   PROCEDURAL             CONFLICT-RESOLUTION 
    19.762   PROCEDURAL             CONFLICT-RESOLUTION 
    19.763   PROCEDURAL             CONFLICT-RESOLUTION 
    19.764   PROCEDURAL             CONFLICT-RESOLUTION 
    19.765   PROCEDURAL             CONFLICT-RESOLUTION 
    19.766   PROCEDURAL             CONFLICT-RESOLUTION 
    19.767   PROCEDURAL             CONFLICT-RESOLUTION 
    19.768   PROCEDURAL             CONFLICT-RESOLUTION 
    19.769   PROCEDURAL             CONFLICT-RESOLUTION 
    19.770   PROCEDURAL             CONFLICT-RESOLUTION 
    19.771   PROCEDURAL             CONFLICT-RESOLUTION 
    19.772   PROCEDURAL             CONFLICT-RESOLUTION 
    19.773   PROCEDURAL             CONFLICT-RESOLUTION 
    19.774   PROCEDURAL             CONFLICT-RESOLUTION 
    19.775   PROCEDURAL             CONFLICT-RESOLUTION 
    19.776   PROCEDURAL             CONFLICT-RESOLUTION 
    19.777   PROCEDURAL             CONFLICT-RESOLUTION 
    19.778   PROCEDURAL             CONFLICT-RESOLUTION 
    19.779   PROCEDURAL             CONFLICT-RESOLUTION 
    19.780   PROCEDURAL             CONFLICT-RESOLUTION 
    19.781   PROCEDURAL             CONFLICT-RESOLUTION 
    19.782   PROCEDURAL             CONFLICT-RESOLUTION 
    19.783   PROCEDURAL             CONFLICT-RESOLUTION 
    19.784   PROCEDURAL             CONFLICT-RESOLUTION 
    19.785   PROCEDURAL             CONFLICT-RESOLUTION 
    19.786   PROCEDURAL             CONFLICT-RESOLUTION 
    19.787   PROCEDURAL             CONFLICT-RESOLUTION 
    19.788   PROCEDURAL             CONFLICT-RESOLUTION 
    19.789   PROCEDURAL             CONFLICT-RESOLUTION 
    19.790   PROCEDURAL             CONFLICT-RESOLUTION 
    19.791   PROCEDURAL             CONFLICT-RESOLUTION 
    19.792   PROCEDURAL             CONFLICT-RESOLUTION 
    19.793   PROCEDURAL             CONFLICT-RESOLUTION 
    19.794   PROCEDURAL             CONFLICT-RESOLUTION 
    19.795   PROCEDURAL             CONFLICT-RESOLUTION 
    19.796   PROCEDURAL             CONFLICT-RESOLUTION 
    19.797   PROCEDURAL             CONFLICT-RESOLUTION 
    19.798   PROCEDURAL             CONFLICT-RESOLUTION 
    19.799   PROCEDURAL             CONFLICT-RESOLUTION 
    19.800   PROCEDURAL             CONFLICT-RESOLUTION 
    19.801   PROCEDURAL             CONFLICT-RESOLUTION 
    19.802   PROCEDURAL             CONFLICT-RESOLUTION 
    19.803   PROCEDURAL             CONFLICT-RESOLUTION 
    19.804   PROCEDURAL             CONFLICT-RESOLUTION 
    19.805   PROCEDURAL             CONFLICT-RESOLUTION 
    19.806   PROCEDURAL             CONFLICT-RESOLUTION 
    19.807   PROCEDURAL             CONFLICT-RESOLUTION 
    19.808   PROCEDURAL             CONFLICT-RESOLUTION 
    19.809   PROCEDURAL             CONFLICT-RESOLUTION 
    19.810   PROCEDURAL             CONFLICT-RESOLUTION 
    19.811   PROCEDURAL             CONFLICT-RESOLUTION 
    19.812   PROCEDURAL             CONFLICT-RESOLUTION 
